GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000153094	2	111876955	111926024	125	23	389938	0.13831	0.445	BCL2L11
ENSG00000153107	2	112523848	112642267	346	23	235937	0.22862	0.40958	ANAPC1
ENSG00000153208	2	112656056	112787138	569	25	410439	0.037361	0.4851	MERTK
ENSG00000153214	2	112812800	112876895	210	36	405394	0.12662	0.44962	TMEM87B
ENSG00000144152	2	112895962	112945791	184	34	370459	-0.89315	0.81411	FBLN7
ENSG00000144161	2	112969102	113012713	85	18	377475	-1.1036	0.86513	ZC3H8
ENSG00000188177	2	113033171	113097640	170	19	375963	-1.0299	0.84848	ZC3H6
ENSG00000169629	2	113127669	113192065	38	11	108367	-0.41523	0.66101	RGPD8
ENSG00000114999	2	113239731	113299316	207	28	356897	-0.47414	0.6823	TTL
ENSG00000125630	2	113299492	113334635	159	25	412780	0.11943	0.45247	POLR1B
ENSG00000125611	2	113341817	113346852	18	7	411112	-0.34923	0.63654	CHCHD5
ENSG00000144136	2	113403434	113421404	41	9	416947	-0.78661	0.78424	SLC20A1
ENSG00000144130	2	113479063	113500456	63	12	374232	0.61143	0.27046	NT5DC4
ENSG00000169607	2	113493930	113522254	63	11	408569	0.19087	0.42431	CKAP2L
ENSG00000115008	2	113531492	113542167	34	6	407511	0.27799	0.39051	IL1A
ENSG00000125538	2	113587328	113594480	20	7	416203	0.46822	0.31981	IL1B
ENSG00000125571	2	113670548	113676459	48	4	415913	2.4975	0.0062542	IL37
ENSG00000136688	2	113730780	113743242	32	10	426738	0.76798	0.22125	IL36G
ENSG00000136694	2	113763038	113765621	8	4	437501	0.37075	0.35541	IL36A
ENSG00000136696	2	113779668	113810444	127	19	412580	0.098725	0.46068	IL36B
ENSG00000136695	2	113816215	113822959	55	5	434172	-0.72434	0.76557	IL36RN
ENSG00000136697	2	113825547	113833427	60	15	387348	0.15951	0.43663	IL1F10
ENSG00000136689	2	113864791	113891593	135	13	432342	1.6782	0.046654	IL1RN
ENSG00000125637	2	113914902	113966973	209	44	360674	1.2755	0.10106	PSD4
ENSG00000125618	2	113973574	114036527	238	29	416194	1.9949	0.023026	PAX8
ENSG00000136682	2	114195268	114253766	107	7	55038	0.77701	0.21858	CBWD2
ENSG00000184492	2	114256661	114258728	14	6	20871	0.63792	0.26176	FOXD4L1
ENSG00000144134	2	114384806	114400973	64	13	216044	1.0797	0.14014	RABL2A
ENSG00000115084	2	114462588	114514400	199	25	414111	0.27099	0.3932	SLC35F5
ENSG00000115091	2	114647537	114720173	333	25	409745	0.48457	0.31399	ACTR3
ENSG00000175497	2	115199876	116603328	4804	185	402477	1.7946	0.036361	DPP10
ENSG00000088205	2	118572226	118589955	80	22	414575	0.48909	0.31239	DDX18
ENSG00000125633	2	118673054	118771709	410	37	405213	-0.35409	0.63837	CCDC93
ENSG00000125629	2	118846028	118868573	67	25	386628	-0.85571	0.80392	INSIG2
ENSG00000163064	2	119599747	119605254	8	4	423771	-0.39263	0.6527	EN1
ENSG00000019169	2	119699742	119752236	254	31	410004	0.44621	0.32772	MARCO
ENSG00000144119	2	119913819	119916465	11	3	425196	0.36192	0.35871	C1QL2
ENSG00000115107	2	119981384	120023228	195	32	411318	0.82245	0.20541	STEAP3
ENSG00000186132	2	120059801	120124404	289	34	403408	-0.13095	0.55209	C2orf76
ENSG00000155368	2	120124497	120130126	30	8	440512	-0.86249	0.80579	DBI
ENSG00000171227	2	120187477	120196096	46	11	402351	-0.91105	0.81887	TMEM37
ENSG00000080293	2	120197419	120282070	418	39	371196	-0.14199	0.55645	SCTR
ENSG00000163075	2	120302008	120419827	281	31	403794	0.4538	0.32498	PCDP1
ENSG00000144120	2	120436743	120444083	43	7	408981	0.73007	0.23267	TMEM177
ENSG00000088179	2	120517207	120741394	698	40	406838	-0.71743	0.76345	PTPN4
ENSG00000115109	2	120770581	120936695	506	28	391811	-0.23596	0.59327	EPB41L5
ENSG00000226479	2	120978854	120980984	7	3	423271	0.8522	0.19705	TMEM185B
ENSG00000144118	2	120997640	121052289	205	15	372589	0.52012	0.30149	RALB
ENSG00000163083	2	121103719	121109384	9	4	158242	0.44844	0.32692	INHBB
ENSG00000268194	2	121221911	121223697	6	2	455987	0.78178	0.21717	LINC01101
ENSG00000074047	2	121493199	121750229	897	102	389477	-0.97125	0.83429	GLI2
ENSG00000115112	2	121974163	122042783	239	40	364760	0.3072	0.37934	TFCP2L1
ENSG00000074054	2	122095352	122407163	955	27	407052	-0.41317	0.66026	CLASP1
ENSG00000155438	2	122484521	122494499	36	8	423063	1.2639	0.10314	NIFK
ENSG00000211460	2	122494679	122525429	75	18	392120	-0.27092	0.60677	TSN
ENSG00000155052	2	124782864	125672864	3624	172	397844	0.54336	0.29344	CNTNAP5
ENSG00000136732	2	127413509	127454246	213	40	382599	-0.20835	0.58252	GYPC
ENSG00000237524	2	127656472	127659673	19	4	401395	-0.91727	0.8205	AC114783.1
ENSG00000136717	2	127805603	127864931	310	34	386508	7.4706	3.9922e-14	BIN1
ENSG00000186684	2	127941696	127977654	142	24	398133	-0.83603	0.79843	CYP27C1
ENSG00000163161	2	128014866	128051752	114	27	411190	1.4227	0.077407	ERCC3
ENSG00000169967	2	128056306	128146041	292	27	404488	2.1243	0.016822	MAP3K2
ENSG00000115718	2	128176003	128186822	40	11	423668	1.5209	0.064142	PROC
ENSG00000163166	2	128193783	128284462	306	32	421203	0.80939	0.20915	IWS1
ENSG00000169994	2	128293378	128395304	408	45	409137	0.61937	0.26784	MYO7B
ENSG00000072163	2	128395956	128439360	226	50	390395	-0.96981	0.83393	LIMS2
ENSG00000144230	2	128403439	128410213	45	19	321838	-1.0504	0.85324	GPR17
ENSG00000136709	2	128458596	128568761	386	43	405170	-0.76489	0.77783	WDR33
ENSG00000173349	2	128458597	128461385	12	6	417486	-1.1828	0.88155	SFT2D3
ENSG00000144231	2	128603840	128615731	46	10	416635	-0.90025	0.81601	POLR2D
ENSG00000144233	2	128619204	128643496	62	14	400944	-1.2937	0.90211	AMMECR1L
ENSG00000136715	2	128698791	128785694	271	28	413558	0.017016	0.49321	SAP130
ENSG00000136731	2	128848774	128953251	377	32	404620	0.81388	0.20786	UGGT1
ENSG00000136720	2	128994290	129076151	383	58	390823	1.6115	0.053535	HS6ST1
ENSG00000222014	2	130737235	130740311	13	4	310381	0.46943	0.31938	RAB6C
ENSG00000196604	2	130831108	130886795	90	7	61766	0.072227	0.47121	POTEF
ENSG00000152076	2	130896860	130902707	34	10	198927	-1.1092	0.86633	CCDC74B
ENSG00000136699	2	130908981	130940323	75	10	366169	0.26943	0.3938	SMPD4
ENSG00000152082	2	130939310	130948302	49	9	291554	0.44465	0.32828	MZT2B
ENSG00000152086	2	130949318	130956034	29	8	280715	-0.050927	0.52031	TUBA3E
ENSG00000136710	2	131095814	131099922	5	3	422465	2.6196	0.0044012	CCDC115
ENSG00000136718	2	131099798	131105383	15	8	387748	0.95134	0.17072	IMP4
ENSG00000072135	2	131113580	131132982	47	9	384503	0.51849	0.30206	PTPN18
ENSG00000196834	2	131217028	131267239	52	7	17200	-0.96643	0.83309	POTEI
ENSG00000184761	2	131296668	131307456	2	1	17477	-2.378	0.9913	AC013269.5
ENSG00000183292	2	131328402	131341734	1	1	17477	0.29918	0.3824	AC140481.2
ENSG00000136698	2	131350339	131357123	3	1	387079	-0.64469	0.74044	CFC1
ENSG00000222038	2	131369054	131415664	43	20	16908	-1.1077	0.866	POTEJ
ENSG00000173302	2	131486643	131487909	4	2	334549	0.36069	0.35917	GPR148
ENSG00000178171	2	131513008	131525707	30	8	368585	1.6973	0.044815	AMER3
ENSG00000136002	2	131594489	131804836	758	59	381055	-0.85407	0.80347	ARHGEF4
ENSG00000152102	2	131805449	131851033	84	15	389192	0.87357	0.19118	FAM168B
ENSG00000115762	2	131862420	132111282	737	31	294663	1.8043	0.035594	PLEKHB2
ENSG00000188219	2	131975882	132022965	58	10	194339	-0.030578	0.5122	POTEE
ENSG00000178206	2	132044330	132050127	21	6	245263	1.2071	0.1137	CYP4F31P
ENSG00000173272	2	132222473	132250316	232	18	284846	-0.052601	0.52098	MZT2A
ENSG00000075886	2	132233666	132240507	32	3	356928	0.53204	0.29735	TUBA3D
ENSG00000163040	2	132285248	132291239	26	9	287338	-0.29438	0.61577	CCDC74A
ENSG00000197927	2	132479948	132524973	138	14	354062	0.95862	0.16888	C2orf27A
ENSG00000186825	2	132552534	132559234	23	4	119419	0.89543	0.18528	C2orf27B
ENSG00000163046	2	132905164	133015542	195	23	110859	0.68467	0.24677	ANKRD30BL
ENSG00000183840	2	133174147	133404132	844	77	374751	-0.088624	0.53531	GPR39
ENSG00000150551	2	133402426	133429152	91	10	415008	0.36228	0.35857	LYPD1
ENSG00000176771	2	133429374	134326034	3040	218	394426	-1.0216	0.84652	NCKAP5
ENSG00000269686	2	133874577	133876625	10	4	391939	0.15288	0.43925	AC011755.1
ENSG00000152127	2	134877554	135212192	1263	113	405844	-1.2209	0.88894	MGAT5
ENSG00000152128	2	135213330	135476570	848	53	399257	2.0183	0.021782	TMEM163
ENSG00000153086	2	135596117	135659604	170	16	398202	4.0901	2.1563e-05	ACMSD
ENSG00000082258	2	135675805	135716912	109	14	411546	2.8319	0.0023137	CCNT2
ENSG00000176601	2	135722061	135805038	277	24	370574	1.5736	0.057787	MAP3K19
ENSG00000115839	2	135809835	135933964	228	21	405011	0.37168	0.35507	RAB3GAP1
ENSG00000121988	2	135894486	136288806	763	17	389958	0.6659	0.25274	ZRANB3
ENSG00000048991	2	136289025	136482840	324	25	405259	1.4179	0.078108	R3HDM1
ENSG00000144224	2	136499189	136542625	96	11	430186	1.6613	0.048331	UBXN4
ENSG00000115850	2	136545410	136594750	144	17	400245	1.7749	0.037953	LCT
ENSG00000076003	2	136597196	136633996	91	15	356832	1.3446	0.089382	MCM6
ENSG00000115866	2	136664247	136743670	145	13	393419	0.84421	0.19928	DARS
ENSG00000121966	2	136871919	136875735	9	5	425709	1.6294	0.051616	CXCR4
ENSG00000144229	2	137523115	138435287	4088	136	398006	-1.1429	0.87346	THSD7B
ENSG00000150540	2	138721590	138773930	139	16	416277	2.3178	0.010231	HNMT
ENSG00000144228	2	139259371	139331117	151	26	397076	-0.27081	0.60673	SPOPL
ENSG00000144227	2	139428342	139537918	383	54	423128	-0.21442	0.58489	NXPH2
ENSG00000168702	2	140988992	142889270	9819	312	406084	-0.49347	0.68916	LRP1B
ENSG00000115919	2	143635067	143799890	645	51	394658	0.42249	0.33634	KYNU
ENSG00000075884	2	143848931	144525921	2051	132	393424	-0.68343	0.75283	ARHGAP15
ENSG00000121964	2	144695635	145090135	876	56	398041	-0.46446	0.67884	GTDC1
ENSG00000169554	2	145141648	145282147	262	52	380073	0.8432	0.19956	ZEB2
ENSG00000121989	2	148602086	148688393	227	34	402187	0.29485	0.38405	ACVR2A
ENSG00000115947	2	148687968	148779147	267	25	413755	0.18626	0.42612	ORC4
ENSG00000204406	2	148778580	149275805	1654	72	377362	-0.69973	0.75795	MBD5
ENSG00000135999	2	149402009	149545130	412	22	392103	-0.29793	0.61712	EPC2
ENSG00000168280	2	149632819	149883273	414	25	395431	-0.51379	0.6963	KIF5C
ENSG00000150556	2	149894621	150071776	683	52	410427	-0.49539	0.68984	LYPD6B
ENSG00000187123	2	150186499	150330662	404	48	399426	-0.95372	0.82989	LYPD6
ENSG00000168288	2	150426148	150444330	52	11	419991	-1.1059	0.86562	MMADHC
ENSG00000115963	2	151324709	151395525	201	33	392561	0.80984	0.20902	RND3
ENSG00000222031	2	151857734	151905288	249	30	410749	1.4036	0.08022	AC023469.1
ENSG00000184898	2	152104454	152118393	48	12	393464	-0.41923	0.66248	RBM43
ENSG00000123609	2	152126979	152146571	97	15	413603	-1.244	0.89325	NMI
ENSG00000123610	2	152214106	152236560	82	13	395885	-0.61681	0.73132	TNFAIP6
ENSG00000080345	2	152266397	152364527	370	34	401441	-0.38537	0.65002	RIF1
ENSG00000183091	2	152341850	152591001	735	71	374110	0.77539	0.21906	NEB
ENSG00000162980	2	152645498	152685006	116	25	389979	0.91643	0.17972	ARL5A
ENSG00000182389	2	152689290	152955593	830	44	402310	0.30851	0.37885	CACNB4
ENSG00000115145	2	152973315	153032506	220	25	364051	-0.51984	0.69841	STAM2
ENSG00000157827	2	153191751	153506348	1305	87	407038	-0.63061	0.73585	FMNL2
ENSG00000196504	2	153508107	153574511	196	28	408804	0.062378	0.47513	PRPF40A
ENSG00000177917	2	153574407	153617767	155	28	406325	-0.086688	0.53454	ARL6IP6
ENSG00000177519	2	154333852	154335322	2	1	262291	-1.4039	0.91982	RPRM
ENSG00000144278	2	154728426	155310361	2182	68	402839	0.55532	0.28934	GALNT13
ENSG00000162989	2	155554811	155714863	664	72	396864	2.5623	0.0051985	KCNJ3
ENSG00000153234	2	157180944	157198860	28	12	391207	1.4365	0.075431	NR4A2
ENSG00000115159	2	157291802	157470247	524	37	401112	-0.078152	0.53115	GPD2
ENSG00000136542	2	158114110	158170723	196	20	308261	1.2308	0.10919	GALNT5
ENSG00000136541	2	158175137	158184225	14	5	410605	-0.23409	0.59254	ERMN
ENSG00000115165	2	158271131	158345473	199	34	377032	-1.549	0.93931	CYTIP
ENSG00000123612	2	158383279	158485517	169	32	360498	0.791	0.21447	ACVR1C
ENSG00000115170	2	158592958	158732374	281	47	370144	-1.6425	0.94976	ACVR1
ENSG00000007001	2	158733214	158992666	1054	82	403198	-0.40865	0.6586	UPP2
ENSG00000153237	2	159027593	159313265	1682	68	369778	-0.94829	0.82851	CCDC148
ENSG00000144283	2	159313476	159539391	925	41	412374	-0.16771	0.5666	PKP4
ENSG00000163331	2	159651829	159719293	413	36	362009	-1.0503	0.85321	DAPL1
ENSG00000115183	2	159825146	160089170	1125	72	401401	1.5637	0.058947	TANC1
ENSG00000196151	2	160092304	160143310	311	20	410208	0.9824	0.16295	WDSUB1
ENSG00000123636	2	160175490	160473203	1156	76	404633	1.3564	0.087491	BAZ2B
ENSG00000136536	2	160569000	160627538	332	29	412513	0.74215	0.229	MARCH7
ENSG00000241399	2	160625364	160654753	144	28	415169	1.2093	0.11328	CD302
ENSG00000248672	2	160628362	160761221	727	53	412584	0.83273	0.2025	LY75-CD302
ENSG00000054219	2	160628362	160761260	727	53	412584	0.83273	0.2025	LY75
ENSG00000153246	2	160788519	160919121	656	53	392541	0.94484	0.17237	PLA2R1
ENSG00000115221	2	160956177	161128399	702	59	375799	0.52406	0.30012	ITGB6
ENSG00000153250	2	161128662	161350305	734	52	396509	2.9061	0.0018301	RBMS1
ENSG00000136560	2	161993419	162092732	244	34	413339	-0.46596	0.67938	TANK
ENSG00000115233	2	162164549	162268228	242	41	412020	-0.15577	0.56189	PSMD14
ENSG00000136535	2	162272605	162282381	18	10	371774	-0.65835	0.74484	TBR1
ENSG00000144290	2	162280843	162841792	1681	46	397348	-0.024371	0.50972	SLC4A10
ENSG00000197635	2	162848751	162931052	264	33	400091	-0.52412	0.6999	DPP4
ENSG00000115263	2	162999392	163008914	14	3	374963	-0.14138	0.55621	GCG
ENSG00000078098	2	163027194	163101661	150	15	387339	0.44001	0.32997	FAP
ENSG00000115267	2	163123589	163175213	156	12	409837	0.34051	0.36674	IFIH1
ENSG00000115271	2	163175350	163228105	71	14	387087	0.59355	0.27641	GCA
ENSG00000184611	2	163227917	163695240	1266	89	378003	-0.48432	0.68592	KCNH7
ENSG00000182263	2	164449906	164592522	325	44	365807	0.28183	0.38904	FIGN
ENSG00000115290	2	165349322	165478358	285	37	395477	1.1343	0.12833	GRB14
ENSG00000082438	2	165510134	165700189	752	51	408001	-0.49689	0.69037	COBLL1
ENSG00000169507	2	165752696	165812035	248	34	414279	-0.85969	0.80502	SLC38A11
ENSG00000153253	2	165944032	166060577	395	39	404138	0.20849	0.41742	SCN3A
ENSG00000136531	2	166095912	166248818	660	50	418442	1.3656	0.086029	SCN2A
ENSG00000178662	2	166326157	166545917	635	57	396174	-0.2825	0.61122	CSRNP3
ENSG00000115339	2	166604101	166651192	99	19	389013	-1.8562	0.96828	GALNT3
ENSG00000123607	2	166713985	166810353	334	34	400895	-0.17727	0.57035	TTC21B
ENSG00000144285	2	166845670	166984523	555	34	413465	-1.0919	0.86257	SCN1A
ENSG00000169432	2	167051695	167232503	727	62	381229	-0.54631	0.70757	SCN9A
ENSG00000136546	2	167260083	167350757	310	31	414422	-0.80501	0.78959	SCN7A
ENSG00000163092	2	167744997	168116263	1719	60	388072	-0.0036411	0.50145	XIRP2
ENSG00000172318	2	168675182	168730551	133	35	339514	0.79926	0.21207	B3GALT1
ENSG00000198648	2	168810530	169104651	1395	66	412590	0.7783	0.2182	STK39
ENSG00000172292	2	169312372	169631644	1314	92	402055	-0.40016	0.65548	CERS6
ENSG00000163072	2	169643049	169722024	303	42	398629	0.44069	0.32972	NOSTRIN
ENSG00000152253	2	169690642	169769881	363	43	377874	0.19384	0.42315	SPC25
ENSG00000152254	2	169757750	169766505	30	13	388868	-1.9183	0.97247	G6PC2
ENSG00000073734	2	169779448	169887832	462	44	391321	-0.74675	0.77239	ABCB11
ENSG00000073737	2	169921299	169952677	42	14	383997	-0.073565	0.52932	DHRS9
ENSG00000081479	2	169983619	170219195	1003	97	390917	-0.35861	0.64006	LRP2
ENSG00000163093	2	170335688	170382432	156	26	374667	-0.43939	0.66981	BBS5
ENSG00000251569	2	170335990	170382432	155	26	374587	-0.45598	0.6758	RP11-724O16.1
ENSG00000239474	2	170366212	170382772	43	18	368552	-0.34284	0.63414	KLHL41
ENSG00000138399	2	170386259	170430385	151	26	388957	0.37687	0.35314	FASTKD1
ENSG00000138398	2	170440850	170497916	242	21	408253	-0.98228	0.83702	PPIG
ENSG00000154479	2	170501935	170550943	224	16	413953	-1.1685	0.8787	CCDC173
ENSG00000144362	2	170550975	170558218	14	5	407899	-1.2257	0.88984	PHOSPHO2
ENSG00000213160	2	170550998	170633499	447	38	384779	-0.16203	0.56436	KLHL23
ENSG00000138385	2	170648443	170668574	76	20	411749	-0.055054	0.52195	SSB
ENSG00000138382	2	170666591	170681441	63	15	414943	0.26608	0.39509	METTL5
ENSG00000144357	2	170683968	170940641	1143	33	397733	-1.0792	0.85976	UBR3
ENSG00000071909	2	171034655	171511681	2265	201	385692	-0.34599	0.63532	MYO3B
ENSG00000222033	2	171568961	171571077	5	3	349981	0.26387	0.39594	LINC01124
ENSG00000204335	2	171571861	171574588	7	3	433332	1.2125	0.11265	SP5
ENSG00000204334	2	171640296	171655481	56	10	406287	0.58383	0.27967	ERICH2
ENSG00000128683	2	171669723	171717661	189	28	381165	-0.10978	0.54371	GAD1
ENSG00000115806	2	171784974	171823639	121	19	398899	-1.0537	0.85398	GORASP2
ENSG00000198586	2	171847333	172087824	777	30	392836	-0.44787	0.67288	TLK1
ENSG00000123600	2	172173919	172291312	299	34	401327	-0.24361	0.59624	METTL8
ENSG00000115827	2	172290727	172341562	191	16	419913	0.35211	0.36238	DCAF17
ENSG00000071967	2	172378757	172414643	176	36	411065	-0.13638	0.55424	CYBRD1
ENSG00000077380	2	172543919	172604930	201	29	408110	-0.47258	0.68174	DYNC1I2
ENSG00000268821	2	172560844	172567314	22	9	350547	0.10647	0.4576	AC068039.1
ENSG00000115840	2	172640880	172864766	855	41	392046	0.5154	0.30314	SLC25A12
ENSG00000128708	2	172778958	172848599	246	43	396413	0.99313	0.16032	HAT1
ENSG00000172878	2	172864490	172947158	369	42	345328	0.25843	0.39804	METAP1D
ENSG00000144355	2	172949468	172954405	11	7	383143	0.46354	0.32149	DLX1
ENSG00000115844	2	172964167	172967628	9	6	281967	-1.1969	0.88432	DLX2
ENSG00000091409	2	173292082	173371181	433	42	413081	-0.30278	0.61897	ITGA6
ENSG00000152256	2	173420101	173489823	276	21	417607	0.34884	0.3636	PDK1
ENSG00000091428	2	173600002	173917621	1130	92	401917	0.038774	0.48454	RAPGEF4
ENSG00000091436	2	173940163	174132738	801	47	406599	1.462	0.071868	MLTK
ENSG00000144354	2	174219548	174233725	66	17	389787	0.72057	0.23559	CDCA7
ENSG00000172845	2	174771187	174830430	235	33	417625	-0.20775	0.58229	SP3
ENSG00000138430	2	174937175	175113426	651	31	413541	0.8335	0.20228	OLA1
ENSG00000217236	2	175199674	175203220	17	7	396223	1.2381	0.10784	SP9
ENSG00000268241	2	175200601	175202151	2	1	458744	1.0804	0.13997	AC018470.1
ENSG00000138433	2	175212750	175260443	132	24	399486	0.10499	0.45819	CIR1
ENSG00000144306	2	175260458	175294303	131	11	396395	-0.11864	0.54722	SCRN3
ENSG00000163328	2	175296966	175351822	137	21	392858	-0.63702	0.73794	GPR155
ENSG00000115935	2	175424300	175547644	263	38	414612	-0.37341	0.64558	WIPF1
ENSG00000138435	2	175612320	175629200	65	13	389658	1.0581	0.145	CHRNA1
ENSG00000128656	2	175664091	175870097	463	39	393027	-0.16345	0.56492	CHN1
ENSG00000115966	2	175936978	176033110	378	31	377617	1.2657	0.10282	ATF2
ENSG00000154518	2	176040986	176049335	48	12	428665	1.5182	0.064481	ATP5G3
ENSG00000144320	2	176788620	176867567	256	32	407529	0.46164	0.32217	KIAA1715
ENSG00000174279	2	176942200	176948641	15	7	315966	0.076587	0.46948	EVX2
ENSG00000128714	2	176957619	176960666	8	4	372049	-0.49178	0.68856	HOXD13
ENSG00000170178	2	176964458	176966408	8	4	425372	-0.19048	0.57553	HOXD12
ENSG00000128713	2	176968944	176974722	17	7	335228	0.32333	0.37322	HOXD11
ENSG00000128710	2	176973518	176984670	36	13	379228	-0.59454	0.72392	HOXD10
ENSG00000128709	2	176987088	176989853	11	6	346140	0.57241	0.28352	HOXD9
ENSG00000175879	2	176994422	176997423	7	4	424524	0.96949	0.16615	HOXD8
ENSG00000128652	2	177001340	177037830	87	16	427284	0.20513	0.41874	HOXD3
ENSG00000170166	2	177015950	177017954	5	2	443764	-0.75112	0.77371	HOXD4
ENSG00000128645	2	177053307	177055688	7	4	304084	-0.34382	0.63451	HOXD1
ENSG00000128654	2	177134123	177202753	169	25	409354	-0.86684	0.80699	MTX2
ENSG00000170144	2	178077291	178088686	20	7	404515	-0.22521	0.58909	HNRNPA3
ENSG00000116044	2	178092323	178257425	598	42	411116	0.245	0.40323	NFE2L2
ENSG00000018510	2	178257372	178408564	517	25	406350	0.38534	0.34999	AGPS
ENSG00000196659	2	178413726	178417742	15	5	354464	-0.55651	0.71107	TTC30B
ENSG00000197557	2	178477720	178483694	43	9	434678	0.027049	0.48921	TTC30A
ENSG00000128655	2	178487980	178973066	2425	70	398707	1.1706	0.12087	PDE11A
ENSG00000155636	2	178977151	179003738	71	21	433457	1.2387	0.10772	RBM45
ENSG00000079156	2	179059208	179264160	797	62	392922	0.50537	0.30665	OSBPL6
ENSG00000180228	2	179296141	179316239	77	15	368171	0.45348	0.3251	PRKRA
ENSG00000204311	2	179316163	179326117	39	8	377761	0.72853	0.23314	DFNB59
ENSG00000079150	2	179328391	179343327	63	7	390621	0.99282	0.1604	FKBP7
ENSG00000116095	2	179345195	179381189	118	28	391561	0.79882	0.2122	PLEKHA3
ENSG00000155657	2	179390716	179695529	1007	64	409114	-0.55387	0.71017	TTN
ENSG00000163492	2	179694484	179914813	967	74	397052	-0.091381	0.53641	CCDC141
ENSG00000187231	2	179966419	180129517	611	40	384515	-0.54371	0.70668	SESTD1
ENSG00000144331	2	180306709	180726232	2008	139	409341	0.19768	0.42165	ZNF385B
ENSG00000163510	2	180809603	180871840	196	21	412002	-1.4174	0.92181	CWC22
ENSG00000170035	2	181831975	181941312	495	25	407352	0.45764	0.3236	UBE2E3
ENSG00000115232	2	182321929	182400914	291	39	420428	-1.0989	0.86408	ITGA4
ENSG00000188452	2	182401403	182545392	548	42	406320	-0.50821	0.69435	CERKL
ENSG00000162992	2	182537815	182545603	12	5	424285	-1.5008	0.9333	NEUROD1
ENSG00000138434	2	182756560	182795465	89	15	379366	0.15531	0.43829	SSFA2
ENSG00000150722	2	182818968	182996125	639	70	393170	1.7155	0.043122	PPP1R1C
ENSG00000115252	2	183004763	183387919	1629	72	401922	1.0527	0.14624	PDE1A
ENSG00000077232	2	183580999	183659191	227	22	347783	-0.73005	0.76732	DNAJC10
ENSG00000162998	2	183698002	183731890	137	23	408813	-0.38138	0.64854	FRZB
