IPS_E3	IPS_E3	IPS_E3	IPS_E4	IPS_E4	IPS_E4
MIR1296	0	0	0	0	0	0
JMJD1C-AS1	5	7	2	4	1	5
REEP3	445	297	245	497	320	328
ANXA2P3	2	0	0	0	0	0
CTNNA3	8	10	6	6	5	3
LRRTM3	19	21	10	18	17	3
DNAJC12	5	5	2	11	11	3
SIRT1	1940	999	1336	1788	952	995
HERC4	746	449	342	750	521	364
MYPN	0	0	0	0	2	6
ATOH7	5	3	3	5	5	1
PBLD	16	13	17	26	9	17
HNRNPH3	438	286	307	512	328	328
RUFY2	174	91	120	150	103	142
DNA2	1016	852	615	969	948	640
SLC25A16	65	52	55	93	58	66
TET1	2244	1437	1033	1852	1336	862
CCAR1	1222	1296	630	1074	1335	654
SNORD98	1	2	0	1	1	0
STOX1	82	43	41	113	61	82
DDX50	872	515	485	843	591	499
DDX21	3659	3756	2423	2960	3623	2420
KIAA1279	468	396	331	433	393	411
SRGN	0	0	0	0	0	134
VPS26A	336	220	239	337	273	225
SUPV3L1	427	325	307	384	387	309
HKDC1	2	3	4	3	1	4
HK1	3219	3363	2159	2475	2953	1717
TACR2	1	0	0	0	0	0
TSPAN15	96	87	56	96	89	94
NEUROG3	3	0	0	0	2	1
C10orf35	38	45	36	44	37	31
COL13A1	58	26	70	65	22	71
H2AFY2	203	142	162	188	230	154
AIFM2	31	38	24	48	41	28
TYSND1	180	188	176	242	281	191
SAR1A	1170	900	947	1291	966	1000
PPA1	1087	1010	604	1224	976	648
NPFFR1	0	1	0	0	0	0
LRRC20	266	251	243	224	272	201
EIF4EBP2	2235	1903	1442	2082	2100	1518
NODAL	4	8	2	3	7	1
PALD1	342	433	327	332	507	291
PRF1	0	0	0	0	0	0
ADAMTS14	13	21	16	21	9	20
TBATA	0	0	0	0	0	0
SGPL1	588	532	388	666	632	481
PCBD1	209	198	147	218	203	159
UNC5B	536	562	514	476	616	545
UNC5B-AS1	7	8	2	10	7	11
SLC29A3	79	88	97	84	83	83
CDH23	27	29	31	22	23	33
C10orf105	18	10	26	13	5	29
C10orf54	6	0	6	6	7	9
PSAP	6335	5592	5188	6633	6196	5151
CHST3	145	134	125	147	174	140
SPOCK2	42	20	16	37	17	14
ASCC1	506	364	313	521	431	272
ANAPC16	975	685	624	1095	748	595
DDIT4	5658	3497	2940	6772	4534	2097
DNAJB12	184	176	189	198	190	214
MIR1256	0	0	0	0	0	0
MICU1	593	426	476	594	482	445
MCU	853	687	487	703	628	401
MIR4676	0	0	0	0	0	0
OIT3	0	0	0	0	0	1
PLA2G12B	0	0	0	0	0	0
P4HA1	2713	1557	900	2638	1983	776
NUDT13	42	13	10	32	22	13
ECD	558	549	444	572	593	411
FAM149B1	189	123	141	205	141	121
DNAJC9	198	223	180	188	190	235
DNAJC9-AS1	0	0	1	0	0	1
MRPS16	1207	1289	1033	1306	1375	1010
TTC18	10	3	0	4	5	2
ANXA7	900	764	802	1075	927	749
MSS51	13	13	6	6	10	5
PPP3CB	308	209	220	337	237	210
USP54	641	492	522	570	513	498
MYOZ1	86	66	90	91	76	77
SYNPO2L	2	2	1	7	0	1
AGAP5	7	4	7	6	2	4
BMS1P4	14	10	11	13	12	12
GLUD1P3	13	8	10	6	13	18
SEC24C	865	880	859	846	984	732
FUT11	183	199	56	174	245	67
CHCHD1	388	368	276	397	345	274
ZSWIM8	290	234	239	251	250	274
ZSWIM8-AS1	13	4	14	7	10	6
NDST2	200	159	121	180	221	152
CAMK2G	367	276	371	318	301	290
C10orf55	2	1	2	3	1	1
PLAU	166	214	194	170	230	254
VCL	4111	4958	2943	3624	4549	3431
AP3M1	614	435	398	636	509	411
ADK	288	223	160	329	256	202
KAT6B	428	270	285	363	258	239
DUPD1	0	0	0	0	0	0
DUSP13	12	10	17	16	11	12
SAMD8	498	312	332	534	374	325
VDAC2	550	487	406	593	551	379
COMTD1	60	82	39	60	93	55
ZNF503-AS1	0	0	0	0	0	0
ZNF503	2	1	1	0	0	12
ZNF503-AS2	0	0	0	0	0	0
C10orf11	3	2	5	8	3	4
KCNMA1	40	44	23	23	28	49
DLG5	789	739	521	720	770	599
DLG5-AS1	13	4	5	13	8	12
POLR3A	543	520	446	510	505	423
RPS24	9157	6717	5610	9159	6931	5105
LINC00856	0	0	1	0	1	0
LINC00595	0	0	0	0	0	0
ZMIZ1-AS1	0	0	1	0	0	0
ZMIZ1	325	261	281	260	278	238
PPIF	396	487	361	460	508	391
ZCCHC24	111	89	77	108	95	99
EIF5AL1	31	13	20	22	27	18
SFTPA2	0	0	0	1	1	1
SFTPA1	0	0	0	0	0	0
BEND3P3	0	0	0	0	0	0
LOC642361	11	6	8	10	8	10
LOC100288974	1	0	1	1	0	1
MBL1P	0	0	1	1	0	0
SFTPD	2	4	2	3	1	1
TMEM254-AS1	38	18	24	44	18	25
TMEM254	139	96	125	126	132	111
PLAC9	32	11	17	29	23	36
ANXA11	527	515	397	466	485	417
LINC00857	0	2	0	1	2	1
MAT1A	88	62	80	93	87	92
DYDC1	0	1	1	1	0	0
DYDC2	10	15	12	27	21	7
FAM213A	623	543	315	604	590	339
TSPAN14	553	487	447	438	526	421
SH2D4B	0	1	0	0	1	0
NRG3	71	48	31	42	38	13
GHITM	1473	1234	931	1468	1461	986
C10orf99	0	0	0	0	0	0
CDHR1	56	78	38	36	68	31
LRIT2	0	0	0	0	0	0
LRIT1	0	0	2	1	1	1
RGR	0	0	0	0	0	0
LINC00858	8	5	6	8	7	10
CCSER2	389	334	258	377	377	274
GRID1-AS1	0	0	0	0	0	0
GRID1	4	1	3	4	2	2
MIR346	0	0	0	0	0	0
WAPAL	1749	1219	1189	1600	1209	1194
OPN4	0	0	0	0	0	0
LDB3	3	12	3	2	10	4
BMPR1A	590	400	435	580	383	463
MMRN2	10	9	11	3	7	12
SNCG	82	85	86	84	93	67
ADIRF	1	2	2	2	0	0
AGAP11	9	1	9	3	8	2
FAM25A	0	0	0	0	0	0
GLUD1	1359	1192	888	1280	1273	804
FAM35A	119	116	102	163	130	110
FAM22A	0	1	0	0	0	1
LOC728190	73	69	62	82	62	50
LOC439994	0	1	3	9	8	7
FAM22D	0	2	3	3	0	2
LOC728218	0	0	0	0	0	0
MIR4678	0	0	0	0	0	0
MINPP1	323	282	248	364	336	249
PAPSS2	503	414	315	484	420	338
ATAD1	561	481	408	566	590	421
CFL1P1	2	1	3	3	3	0
KLLN	12	10	11	12	6	8
PTEN	565	337	333	574	379	396
RNLS	75	71	55	90	80	70
LIPJ	0	0	0	1	0	1
LIPF	0	0	0	0	0	0
LIPK	0	0	0	0	0	0
LIPN	0	0	0	0	0	0
LIPM	0	0	0	0	0	0
ANKRD22	7	8	2	4	6	3
STAMBPL1	51	73	15	39	82	35
ACTA2	58	34	32	57	40	126
FAS	120	65	72	110	72	65
FAS-AS1	2	0	0	1	0	0
MIR4679-2	0	0	0	0	0	0
MIR4679-1	0	0	0	0	0	0
CH25H	6	15	0	4	10	5
LIPA	530	577	259	467	491	293
IFIT2	1	1	0	1	0	4
IFIT3	5	3	3	1	1	13
IFIT1B	0	0	0	0	0	0
IFIT1	50	29	39	86	65	56
IFIT5	80	70	62	101	56	69
SLC16A12	79	59	39	54	61	30
PANK1	501	397	289	481	431	343
MIR107	1	0	0	0	0	0
FLJ37201	35	7	17	20	8	18
KIF20B	1589	1205	989	1441	1307	988
LOC643529	0	0	0	0	0	0
HTR7	557	758	371	400	564	282
RPP30	620	442	385	578	526	391
ANKRD1	0	0	0	1	2	99
LINC00502	0	0	0	0	0	0
NUDT9P1	0	0	0	0	0	0
PCGF5	66	42	50	70	63	62
LOC100188947	0	0	0	0	0	0
HECTD2	181	119	67	174	155	105
PPP1R3C	117	63	18	145	70	22
TNKS2	1639	1095	1095	1591	1264	1202
FGFBP3	1413	1939	654	1446	2251	707
BTAF1	1245	937	645	1055	943	778
CPEB3	38	29	12	37	16	12
MARCH5	225	184	180	202	190	171
MARK2P9	0	0	0	0	0	0
IDE	1286	1085	667	1067	1095	712
KIF11	2041	1324	1248	1978	1460	1335
HHEX	31	25	9	23	19	8
EXOC6	125	81	50	132	111	81
CYP26C1	2	0	1	1	0	0
CYP26A1	123	50	129	176	81	188
MYOF	65	70	63	48	85	309
CEP55	340	315	256	386	351	295
FFAR4	0	1	0	0	0	0
RBP4	2	3	1	1	0	0
PDE6C	0	0	0	0	0	0
FRA10AC1	104	63	60	103	58	67
LGI1	1	0	0	0	0	3
SLC35G1	21	17	7	16	15	27
PIPSL	15	15	6	18	10	11
PLCE1	5	1	0	0	2	5
LOC100128054	0	0	0	0	0	0
NOC3L	631	497	364	592	511	434
TBC1D12	113	58	56	97	68	55
HELLS	1548	1276	864	1261	1100	797
CYP2C18	2	0	1	3	0	0
CYP2C19	0	0	0	0	0	1
CYP2C9	0	0	0	0	0	0
CYP2C8	4	2	2	5	4	3
C10orf129	3	1	2	4	0	1
PDLIM1	1408	931	1009	1090	697	620
SORBS1	742	470	417	532	417	315
ALDH18A1	1435	1523	945	1440	1536	1043
TCTN3	387	326	334	449	355	355
ENTPD1	50	53	27	61	44	48
LOC728558	25	12	7	13	20	5
C10orf131	1	3	2	9	6	5
CC2D2B	0	0	0	0	0	0
CCNJ	460	343	325	519	420	422
MIR3157	0	0	0	0	0	0
ZNF518A	996	569	580	978	550	602
BLNK	1	0	0	0	0	0
DNTT	0	0	1	0	0	0
OPALIN	0	0	0	0	1	0
TLL2	21	26	17	22	39	17
TM9SF3	2373	1540	1231	2280	1744	1422
PIK3AP1	17	40	11	24	30	8
LCOR	248	140	154	265	164	216
C10orf12	204	116	111	191	138	164
SLIT1	12	17	13	10	13	13
LOC100505540	0	0	0	0	0	0
ARHGAP19-SLIT1	1	1	0	0	0	0
ARHGAP19	916	507	550	804	601	549
FRAT1	65	47	63	68	39	79
FRAT2	1119	674	1223	950	648	1115
RRP12	567	681	389	383	615	409
PGAM1	548	502	383	586	571	342
EXOSC1	295	303	219	313	302	236
ZDHHC16	426	424	245	371	452	332
MMS19	1989	1568	1347	1879	1553	1234
UBTD1	169	174	182	191	200	154
ANKRD2	0	0	1	0	0	1
HOGA1	3	3	2	3	9	3
C10orf62	1	1	0	0	0	0
MIR5692C2	0	0	0	0	0	0
MORN4	111	77	87	153	100	103
PI4K2A	308	310	339	290	274	314
AVPI1	54	88	71	60	72	64
MARVELD1	321	295	246	371	342	318
ZFYVE27	125	133	124	135	143	120
SFRP5	53	32	57	45	19	36
GOLGA7B	1	2	0	0	0	0
CRTAC1	7	1	7	4	5	9
R3HCC1L	274	215	153	250	209	181
LOXL4	6	3	9	4	10	6
PYROXD2	19	18	26	19	14	25
MIR1287	0	0	0	0	0	0
HPS1	234	227	214	252	223	249
MIR4685	0	0	0	1	0	0
HPSE2	10	3	3	6	6	5
CNNM1	28	29	20	33	32	18
GOT1	509	516	461	543	562	455
NKX2-3	0	0	0	0	0	0
SLC25A28	53	48	52	36	45	63
ENTPD7	181	139	107	180	142	181
COX15	683	590	493	749	620	448
CUTC	177	168	201	261	168	208
ABCC2	6	9	10	5	5	9
DNMBP	775	530	479	710	524	433
DNMBP-AS1	0	0	0	0	0	0
CPN1	4	3	3	2	2	0
ERLIN1	402	278	312	440	325	366
CHUK	250	207	177	223	212	211
CWF19L1	248	277	256	342	306	240
SNORA12	76	87	51	129	85	45
BLOC1S2	479	369	355	513	371	385
PKD2L1	2	5	2	1	4	1
SCD	14585	14491	7212	13051	14572	6453
LINC00263	108	151	44	115	139	38
WNT8B	2	2	8	8	3	6
SEC31B	24	22	24	35	32	28
NDUFB8	800	705	632	871	849	658
HIF1AN	471	410	356	478	406	434
PAX2	0	0	0	0	0	0
FAM178A	485	375	210	469	419	333
SEMA4G	61	70	45	56	63	39
MIR608	0	0	0	0	0	0
MRPL43	454	477	348	559	512	356
C10orf2	205	276	209	192	222	209
LZTS2	587	529	585	623	695	696
PDZD7	6	10	14	9	9	7
SFXN3	20	14	21	22	13	56
KAZALD1	13	6	4	9	8	4
TLX1NB	0	0	0	0	0	0
TLX1	0	0	0	0	0	0
LBX1	0	0	0	0	0	0
FLJ41350	0	0	0	0	0	0
BTRC	479	336	307	444	320	306
POLL	302	231	228	321	279	270
DPCD	157	160	146	223	189	139
MIR3158-2	0	0	0	0	0	0
MIR3158-1	0	0	0	0	0	0
FBXW4	222	183	194	230	192	225
FGF8	2	1	3	0	0	1
NPM3	675	690	545	679	719	480
MGEA5	2151	1280	1736	2217	1461	1727
LOC100289509	9	6	5	2	3	0
KCNIP2	28	24	24	22	15	12
C10orf76	157	128	105	143	124	90
HPS6	194	200	199	187	229	208
LDB1	645	574	585	648	528	623
PPRC1	473	626	600	390	582	565
NOLC1	1850	2026	1561	1572	1945	1593
ELOVL3	1	2	2	1	1	1
PITX3	1	0	0	1	1	1
GBF1	581	496	436	516	515	478
NFKB2	482	438	353	471	494	358
PSD	55	52	55	49	53	33
FBXL15	95	134	74	74	151	71
CUEDC2	360	263	322	412	363	317
MIR146B	0	0	0	0	0	0
LOC100505761	206	167	115	193	203	76
C10orf95	1	3	2	1	1	1
TMEM180	47	87	51	53	83	41
ACTR1A	1253	1326	1087	1286	1600	1211
SUFU	100	72	85	79	96	101
TRIM8	266	256	263	257	252	281
ARL3	337	309	288	374	362	260
SFXN2	85	88	97	99	84	122
WBP1L	367	333	290	378	351	276
CYP17A1	0	0	0	0	0	0
C10orf32	38	31	30	48	36	33
C10orf32-AS3MT	0	0	0	0	0	0
AS3MT	0	0	0	0	0	0
CNNM2	312	202	178	248	214	166
NT5C2	364	314	225	326	299	260
LOC729020	2	3	1	2	1	3
INA	180	183	92	170	178	66
PCGF6	141	124	141	153	130	128
TAF5	358	318	182	328	354	189
USMG5	695	539	458	745	561	440
MIR1307	0	0	0	0	0	0
PDCD11	1300	1279	1016	1143	1263	1118
CALHM2	1	6	3	4	3	3
CALHM1	10	7	5	11	5	8
CALHM3	1	0	1	1	1	2
NEURL	1	2	2	1	4	2
SH3PXD2A	370	253	315	314	244	319
LOC100505839	0	0	0	0	0	0
OBFC1	208	190	169	202	195	146
SLK	766	539	384	768	620	504
COL17A1	17	13	6	13	14	15
MIR936	0	0	0	0	0	0
SFR1	113	58	67	118	66	68
WDR96	6	1	6	8	2	4
MIR609	0	0	0	0	0	0
GSTO1	345	299	234	508	445	353
MIR4482-1	1	0	0	0	1	1
GSTO2	138	129	138	136	121	119
ITPRIP	145	156	108	155	191	146
CCDC147	27	9	10	17	11	20
SORCS3	4	2	0	4	5	0
SORCS1	10	4	2	7	3	4
RNU6-53	0	0	0	0	0	0
XPNPEP1	697	592	508	694	711	541
LOC100505933	1	3	2	5	0	5
ADD3	2101	1311	1177	2245	1373	1156
MXI1	585	306	185	530	288	180
SMNDC1	223	173	175	215	203	198
DUSP5	117	256	57	102	258	126
SMC3	1959	1432	1255	1767	1517	1323
RBM20	4	2	3	1	4	0
LOC282997	9	10	5	14	9	8
PDCD4	340	166	237	383	195	239
MIR4680	0	0	0	0	0	0
BBIP1	193	128	151	235	143	145
SHOC2	494	290	278	568	340	327
RPL13AP6	1	0	0	0	1	0
ADRA2A	216	75	190	262	80	117
GPAM	318	212	235	309	229	209
TECTB	0	0	0	0	0	0
GUCY2GP	0	0	0	0	0	0
ACSL5	0	0	0	0	0	0
ZDHHC6	163	172	74	176	160	81
VTI1A	97	76	52	77	93	56
MIR4295	0	0	0	0	0	0
TCF7L2	431	287	388	419	253	328
HABP2	0	0	0	0	0	0
NRAP	0	0	0	0	0	0
CASP7	65	40	36	72	75	59
PLEKHS1	0	0	0	0	0	0
MIR4483	0	0	0	0	0	0
DCLRE1A	367	283	258	451	302	285
NHLRC2	350	263	273	329	222	271
ADRB1	1	1	0	2	4	0
C10orf118	524	311	265	454	299	270
MIR2110	0	0	0	0	0	0
TDRD1	5	5	7	0	2	2
VWA2	23	46	12	35	49	24
AFAP1L2	51	47	25	39	30	19
ABLIM1	814	649	488	660	746	479
FAM160B1	324	176	233	324	214	267
TRUB1	549	441	360	668	479	391
ATRNL1	305	168	119	278	168	146
GFRA1	26	19	8	12	12	8
CCDC172	66	38	23	47	25	14
PNLIPRP3	0	0	0	0	0	0
PNLIP	0	0	0	0	0	0
PNLIPRP1	0	0	0	0	0	0
PNLIPRP2	2	0	1	1	1	2
C10orf82	37	38	21	34	37	19
HSPA12A	53	31	58	71	61	52
ENO4	10	6	8	6	10	11
KIAA1598	253	140	193	227	158	165
VAX1	0	1	0	0	0	0
MIR3663	0	0	0	0	0	0
KCNK18	0	0	0	0	0	0
SLC18A2	129	91	52	117	64	34
PDZD8	573	467	360	495	506	386
EMX2OS	0	0	0	1	0	0
EMX2	2	0	0	1	1	0
RAB11FIP2	328	225	213	309	272	240
CASC2	8	0	4	6	5	3
FAM204A	282	210	179	290	257	215
PRLHR	2	0	0	1	1	0
CACUL1	1042	702	703	964	738	773
NANOS1	63	43	34	54	52	56
EIF3A	5119	3921	3237	4410	4122	3042
SNORA19	1	2	2	0	4	1
FAM45A	0	0	0	0	0	0
FAM45B	3	2	5	5	3	3
SFXN4	125	139	68	152	181	107
PRDX3	2203	2014	1470	2484	2370	1459
GRK5	20	24	8	35	20	18
MIR4681	0	0	0	0	0	0
RGS10	118	91	67	113	89	54
TIAL1	721	555	423	686	548	372
BAG3	90	104	83	95	131	104
INPP5F	3121	2507	2157	3282	2780	2068
MCMBP	1262	1061	873	1291	1127	970
SEC23IP	758	620	514	721	568	590
MIR4682	0	0	0	0	0	0
PPAPDC1A	1	0	0	2	0	1
MIR5694	0	0	0	0	0	0
WDR11-AS1	1	1	3	2	2	1
WDR11	878	671	646	941	664	665
FGFR2	1851	1198	1522	1623	1269	1284
ATE1	235	212	172	263	248	175
NSMCE4A	518	384	414	620	458	441
TACC2	190	216	162	192	238	215
BTBD16	0	1	0	0	0	0
PLEKHA1	511	280	359	576	341	396
MIR3941	1	0	0	0	0	0
ARMS2	0	0	0	0	0	0
HTRA1	103	67	99	118	79	243
DMBT1	0	0	0	0	0	1
C10orf120	0	0	0	0	0	0
FLJ46361	0	0	0	0	0	0
CUZD1	0	0	0	0	0	0
FAM24B-CUZD1	0	0	0	0	0	0
FAM24B	28	19	23	18	11	12
LOC399815	34	23	40	39	24	27
FAM24A	0	0	0	0	0	0
C10orf88	161	69	97	160	103	128
PSTK	59	26	59	62	39	52
IKZF5	103	79	78	116	80	73
ACADSB	134	77	122	159	95	157
HMX3	1	0	1	0	0	1
HMX2	3	6	4	8	11	4
BUB3	2243	1473	1558	2394	1709	1634
GPR26	3	4	0	2	4	1
CPXM2	84	52	70	118	58	64
CHST15	138	132	143	139	99	116
OAT	1346	1230	899	1418	1168	967
NKX1-2	66	96	43	49	93	52
LHPP	186	160	177	198	169	146
FAM53B	277	278	202	244	335	201
METTL10	362	196	239	363	170	221
FAM175B	339	220	253	338	262	242
ZRANB1	809	560	504	780	582	541
CTBP2	1508	1230	1060	1442	1316	1011
MIR4296	0	0	0	1	0	0
LOC100169752	0	0	0	0	0	0
TEX36	0	0	0	0	0	1
LOC283038	0	0	0	0	0	0
FLJ37035	7	1	2	6	3	3
C10orf137	533	410	266	490	447	277
MMP21	1	0	0	0	0	0
UROS	276	254	258	292	285	260
MIR4484	0	0	0	0	0	0
BCCIP	920	793	613	840	825	571
DHX32	422	371	336	410	439	325
FANK1	10	3	11	13	4	15
ADAM12	4	6	3	8	4	94
LINC00601	0	0	0	0	0	1
C10orf90	1	1	2	0	2	2
DOCK1	1478	1104	1076	1511	1317	1213
FAM196A	4	2	3	2	2	2
NPS	0	0	0	0	0	0
FOXI2	25	20	14	15	14	12
CLRN3	0	0	0	0	0	0
PTPRE	12	5	5	10	12	12
MKI67	1130	849	753	1080	1139	1070
MGMT	127	129	141	217	171	174
EBF3	7	2	3	4	1	5
MIR4297	0	0	0	0	0	0
LOC387723	8	7	4	18	15	12
CTAGE7P	0	0	0	0	0	0
GLRX3	968	859	534	956	906	555
MIR378C	0	0	0	0	0	0
TCERG1L	0	0	0	0	0	0
FLJ46300	2	0	2	1	0	0
PPP2R2D	298	250	214	298	281	235
BNIP3	2439	1613	963	2345	1700	913
JAKMIP3	21	17	12	13	7	9
DPYSL4	177	167	156	145	231	152
STK32C	57	68	69	67	78	57
LRRC27	21	13	23	32	21	17
PWWP2B	75	84	88	73	99	71
C10orf91	0	0	0	0	0	0
INPP5A	336	332	264	344	370	271
NKX6-2	2	1	1	1	0	0
TTC40	12	22	13	18	20	25
LOC399829	0	0	0	0	0	0
GPR123	1	3	0	0	0	0
KNDC1	255	190	351	240	164	308
UTF1	7	13	24	7	18	27
VENTX	70	47	85	64	44	58
MIR202	0	0	0	0	0	0
ADAM8	58	41	47	62	31	54
TUBGCP2	693	735	481	594	717	576
ZNF511	360	338	302	382	400	293
CALY	2	3	5	5	3	1
PRAP1	8	4	5	7	5	6
FUOM	76	67	80	105	95	87
ECHS1	821	926	657	947	996	698
MIR3944	0	0	0	0	0	0
PAOX	50	44	39	43	46	37
MTG1	152	151	140	173	175	190
SPRN	5	2	6	7	1	7
LOC619207	1	1	2	6	2	3
CYP2E1	0	0	1	0	2	0
SYCE1	0	0	0	0	0	0
SPRNP1	0	0	0	0	0	0
FRG2B	0	0	0	0	0	0
DUX4L2	0	0	0	0	0	0
DUX4	0	0	0	0	0	0
DUX4L6	0	0	0	0	0	0
DUX4L3	0	0	0	0	0	0
DUX4L5	0	0	0	0	0	0
DUX4L7	0	0	0	0	0	0
DUX2	0	0	0	0	0	0
LOC100133161	0	0	0	1	0	0
LOC653486	0	0	0	0	0	0
SCGB1C1	0	0	0	0	0	0
ODF3	0	0	0	0	0	0
BET1L	212	242	185	181	273	215
RIC8A	499	515	472	506	588	581
SIRT3	146	135	123	161	129	157
PSMD13	1073	1046	881	1193	1123	872
NLRP6	1	0	1	1	0	0
ATHL1	381	243	364	444	318	433
IFITM5	0	1	0	0	0	0
IFITM2	146	193	76	113	142	64
IFITM1	2810	2052	2325	2636	1777	1750
IFITM3	1350	1075	1191	1363	1026	1129
B4GALNT4	475	512	510	435	633	503
PKP3	166	206	174	121	185	104
SIGIRR	182	187	173	181	197	173
ANO9	115	74	86	124	78	99
PTDSS2	420	410	380	396	391	335
RNH1	360	376	411	400	394	489
HRAS	110	171	101	104	190	108
LRRC56	17	15	23	23	14	19
C11orf35	20	7	7	14	8	12
RASSF7	187	208	208	210	236	159
MIR210HG	182	168	66	180	197	73
MIR210	0	1	0	0	1	0
LOC143666	49	42	24	46	36	17
PHRF1	635	743	650	573	826	685
IRF7	115	102	82	92	111	75
CDHR5	0	0	0	0	0	0
SCT	12	4	7	12	5	8
DRD4	39	26	55	49	21	34
DEAF1	495	447	452	561	576	542
TMEM80	59	54	39	63	53	42
EPS8L2	384	353	334	393	388	346
TALDO1	2025	1861	1585	2044	1859	1404
PDDC1	404	353	275	376	395	284
NS3BP	29	23	16	20	32	27
CEND1	30	24	22	31	38	31
SLC25A22	236	295	215	202	277	240
PIDD	108	101	127	124	142	136
RPLP2	5769	5159	5089	6120	5714	4666
SNORA52	98	158	119	131	163	95
PNPLA2	146	127	179	127	120	176
EFCAB4A	119	98	74	82	102	54
CD151	670	576	672	658	593	730
POLR2L	458	601	430	540	616	467
TSPAN4	465	431	409	438	437	361
CHID1	346	350	323	361	395	357
AP2A2	786	687	540	788	738	619
MUC6	0	0	0	0	0	0
MUC2	0	0	0	0	0	0
MUC5B	2	2	3	2	4	3
TOLLIP	170	163	174	181	180	231
LOC255512	6	10	9	9	6	9
BRSK2	134	196	115	120	217	120
MOB2	136	156	111	107	145	117
DUSP8	24	21	32	27	8	16
LOC338651	1	1	1	1	2	2
KRTAP5-1	0	0	0	0	0	0
KRTAP5-2	0	0	0	0	0	0
KRTAP5-3	0	0	0	0	0	0
KRTAP5-4	0	0	0	0	0	0
KRTAP5-5	0	0	0	0	0	1
FAM99A	0	0	0	0	0	0
FAM99B	0	0	0	0	0	0
KRTAP5-6	0	0	1	0	0	0
IFITM10	6	2	7	4	5	9
CTSD	1536	1637	1421	1471	1904	1620
SYT8	0	0	0	0	0	0
TNNI2	0	0	0	0	0	0
LSP1	0	0	0	3	0	0
MIR4298	0	0	0	0	0	0
TNNT3	0	0	1	0	0	0
MRPL23	398	422	422	394	446	386
MRPL23-AS1	0	0	0	0	0	0
H19	52	34	27	31	37	22
MIR675	0	0	0	0	0	0
INS-IGF2	0	0	0	0	0	0
IGF2	0	0	0	0	0	1
MIR483	0	0	0	0	0	0
IGF2-AS	0	0	0	0	0	0
INS	0	0	0	0	0	0
TH	0	0	0	0	0	1
MIR4686	0	0	0	0	0	0
ASCL2	5	0	0	6	1	1
C11orf21	0	0	0	0	0	0
TSPAN32	0	0	0	0	0	0
CD81	957	953	823	966	1094	936
TSSC4	159	183	237	161	228	239
TRPM5	1	1	0	0	1	0
KCNQ1	29	19	25	23	30	21
KCNQ1OT1	309	151	117	191	99	111
KCNQ1DN	0	1	0	0	0	0
CDKN1C	185	115	140	158	130	101
SLC22A18AS	0	0	0	0	1	0
SLC22A18	34	26	29	43	22	23
PHLDA2	4	5	6	8	3	22
NAP1L4	1065	1156	848	1095	1268	937
SNORA54	77	101	112	65	120	107
CARS	303	511	329	245	483	357
OSBPL5	84	56	110	106	57	96
MRGPRG	0	0	0	0	0	0
MRGPRG-AS1	3	0	8	6	2	8
MRGPRE	0	0	0	0	0	0
ZNF195	732	616	602	780	608	547
LOC650368	508	534	450	436	416	399
OR7E12P	0	1	0	0	2	0
TRPC2	0	0	0	0	0	0
ART5	73	76	75	99	80	58
ART1	0	0	0	0	0	0
CHRNA10	1	2	1	3	2	1
NUP98	1707	1576	1173	1615	1616	1366
PGAP2	220	265	205	228	288	216
RHOG	115	137	109	119	164	117
STIM1	174	151	172	143	201	205
MIR4687	0	0	0	0	0	0
RRM1	1917	1730	1295	1922	1852	1409
LOC100506082	0	3	1	4	1	2
OR52B4	0	0	0	0	0	0
TRIM21	144	117	90	187	159	124
OR52K2	0	0	0	0	0	0
OR52K1	0	0	0	0	0	0
OR52M1	0	0	0	0	0	0
C11orf40	0	0	0	0	0	0
OR52I2	0	0	0	0	0	0
OR52I1	0	0	0	0	0	0
TRIM68	94	74	71	111	79	90
OR51D1	0	0	0	0	0	0
OR51E1	0	0	0	0	0	0
OR51E2	0	0	0	0	0	0
OR51F1	0	0	0	0	0	0
OR52R1	0	0	0	0	0	0
OR51F2	0	0	0	0	0	0
OR51S1	0	0	0	0	0	0
OR51T1	0	0	0	0	0	0
OR51A7	0	0	0	0	0	0
OR51G2	0	0	0	0	0	0
OR51G1	0	0	0	0	0	0
OR51A4	0	0	0	0	0	0
OR51A2	0	0	0	0	0	0
MMP26	0	0	0	0	0	1
OR51L1	0	0	0	0	0	0
OR52J3	0	0	0	0	0	0
OR52E2	0	0	0	0	0	0
OR52A5	0	0	0	0	0	0
OR52A1	5	10	0	2	8	1
OR51V1	0	0	0	0	0	0
HBB	0	0	0	0	0	0
HBD	0	0	0	0	0	0
HBBP1	0	0	0	0	0	0
HBG1	0	0	0	0	0	0
HBG2	0	0	0	1	0	0
HBE1	1	1	1	0	0	0
OR51B4	0	0	0	0	0	0
OR51B2	0	0	0	0	0	1
OR51B5	0	0	0	1	0	0
OR51B6	0	0	0	0	0	0
OR51M1	0	0	0	0	0	0
OR51Q1	0	0	0	0	0	0
OR51I1	0	0	0	0	0	0
OR51I2	0	0	0	0	0	0
OR52D1	0	0	0	0	0	0
UBQLN3	0	0	0	0	0	0
UBQLNL	0	0	0	0	0	0
OR52H1	0	0	0	0	0	0
OR52B6	0	0	0	0	0	0
TRIM6	215	178	86	176	149	91
TRIM6-TRIM34	0	0	0	0	0	0
TRIM34	0	0	0	0	0	0
TRIM5	292	249	207	262	300	257
TRIM22	611	449	558	863	693	751
